statementClean,cRelevant,Participant_ID,gameNumber,cumulativeGameNumber,lineNumber
go forward,0,51,5,5,159
flying in circles,0,20,6,6,634
alright,0,53,7,7,303
ok turn,0,210,5,5,65
like i said about the inverted youre so used to one side of the screen then the controls just change,0,977,10,10,117
immeadiately moves and gets hit,0,12,3,3,452
my control has been good,0,825,10,10,299
okay but velocity that was one of them,0,57,4,4,1050
now now right there,0,57,1,1,861
oh going too fast,0,319,4,4,81
theres the turnaround,0,40,5,5,95
slowly drift away,0,14,7,7,693
not into hyper drive,0,14,4,4,563
okay i have one shot left,0,41,3,3,402
i got it right there,0,16,1,1,73
its hard to stay in this octagon i mean hexagon,0,454,3,3,181
alright,0,404,5,5,196
turn around,0,28,2,2,74
they always go counterclockwise,0,57,5,5,1126
its like impossible to shoot right,0,3,2,2,32
alright come on friend come on friend come on friend,0,16,2,2,132
turn,0,57,2,2,900
slow down,0,454,10,10,251
alright,0,28,5,5,224
im getting the wholes hitting the center thing its hard to focus on the control paneling while doing other stuff,0,647,2,2,136
f mine thats bad mine i gotta do the too quick on the interval and im still trying to gain control this is really difficult i got shot i getting shot again,0,41,1,1,314
friendly mine mumbles still going way too fast,0,848,1,1,198
hey go forward,0,28,1,1,14
between the key so like see like its the exact time that you need to press to change so that you dont go too fast,0,214,5,5,308
go forward,0,20,1,1,403
p alright umm the hardest part to me is staying inside the hexagon umm and i guess yeah staying inside the hexagon is probably the hardest thing,0,685,2,2,27
2 5 oh too fast dang it,0,211,10,10,132
too fast too fast too fast,0,14,2,2,493
your shipped wrapped around the screen 42 times,0,53,2,2,88
just outer space ya know,0,214,9,9,375
two personal space,0,53,6,6,257
p trying to keep a handle on the control there,0,210,1,1,8
im getting too busy staying in the circle and im forgetting to shoot,0,20,7,7,664
dog i cannot turn for shit,0,16,9,9,700
umm im doing a little bit better i think the control on this game is a lot better on this game than the other games and its the last game so i didnt expect it to be better,0,685,10,10,222
going way too fast,0,848,1,1,208
if im going too slowly itll get me,0,46,9,9,583
yeah it would take me a long time to learn how to control this thing here,0,127,5,5,201
slow down,0,51,9,9,371
74 shots left,0,372,2,2,27
left click,0,51,6,6,221
alright come on,0,16,4,4,307
get this one game right,0,16,8,8,657
alright and were just gonna keep following the train,0,818,6,6,137
i even drew a flight pattern i knew when to turn,0,53,10,10,480
its turning,0,55,6,6,777
alright woah woah where are you going,0,53,5,5,218
alright so uhh because im pressing all the keys,0,52,1,1,486
alright im start moving,0,54,5,5,322
no were just gonna lose complete control,0,818,7,7,184
i just reset my vulnerability cuz im losing control,0,14,9,9,785
alright gotta get a little bit faster,0,568,2,2,48
p alright the foes are umh,0,372,2,2,21
how do you slow down,0,647,1,1,129
im just gonna move like this nope that aint gonna work,0,16,9,9,728
lemmy get this moving down,0,16,1,1,45
alright same shit,0,16,9,9,685
and im basically just out of control at this point,0,14,1,1,439
slow down,0,51,3,3,73
i pride myself in this type of stuff but i do not feel good right now,0,49,9,9,485
the focus is going slow again,0,300,5,5,299
come on just wanna rotate,0,30,2,2,69
ill just fly around until theres another bonus,0,3,7,7,144
so right click,0,14,7,7,719
flying flying everywhere,0,647,4,4,166
okay oh my god im going way too fast,0,818,1,1,13
okay thats fast,0,51,3,3,59
but its difficult to control this thing,0,54,8,8,424
alright o that is an enemy so i have to wait,0,20,9,9,765
there we go nice and slow,0,41,10,10,617
alright so i got hit again im still trying to stay on the same side and go at a somewhat slow velocity,0,848,5,5,291
get hit right at the start,0,46,3,3,398
fly up fly up fly up fly up,0,30,10,10,522
and then ill confuse the shoot button with forward and ill miss shots,0,432,3,3,126
two personal space,0,53,6,6,266
hyperspace game,0,53,6,6,290
come on left hand,0,16,4,4,263
get more control,0,130,5,5,328
get it right,0,454,2,2,161
alright i think i clicked it too rapidly and now this thing is coming to kill me,0,558,5,5,34
there was just another mine on the screen but that one was friendly so it was able to be shot,0,848,7,7,335
stop,0,51,6,6,177
when the foe mines are dq and n i have to try and turn them into friendly mines by double clicking which i feel can kill,0,52,9,9,819
turn,0,56,4,4,50
alright heres the thing,0,28,2,2,67
really wish i could get to a slower but i cant seem to do that,0,52,9,9,821
straight right straight right and left left straight oh ok straight make a right go back go straight alright come on,0,20,7,7,661
come on rotate,0,127,8,8,251
ah alright go around okay keep him there,0,210,3,3,36
basically alright im going to try this,0,51,2,2,36
p so i have a little better understanding of what is going on because i actually just realized that i am supposed to like the ship turns and i boost it its not actually moving in the direction if that makes any sense at all,0,558,2,2,9
alright alright just got to take shots,0,113,10,10,533
mumbles going too fast going way too fast,0,319,3,3,63
p there is no strategy going on here i will tell you that right now im just trying to get a hold of the controls here,0,568,1,1,17
p i mean its not really controlling not really moving,0,18,1,1,23
mumbles alright now im trying to fly around the fortress the best as possible without going over but got shot,0,848,3,3,240
finally stopped getting hit immediately,0,24,2,2,68
we have to go the opposite way to accelerate daf no that was me,0,130,7,7,373
i probably gotta turn the other way,0,16,9,9,696
oh no alright and,0,33,4,4,677
alright thats maybe slightly worse mumble,0,468,3,3,43
alright,0,818,2,2,23
having trouble controlling it,0,46,4,4,432
slow down,0,51,8,8,315
slow and i still dont know how to control this,0,29,6,6,498
moving too fast,0,3,7,7,123
too fast,0,647,9,9,223
all right hashtag,0,55,8,8,909
my strategy is to move to the ends of the hexagon before shooting the fortress,0,300,8,8,384
alright,0,739,10,10,106
friend or foe mouse right,0,54,5,5,286
i mean i got a horrible score but that was the closest i got i just thought i just keep when i heard the rules it has to be under 250 for your last two shots so thats why i keep hitting it really fast but its over 250 but like consecutive like twice in a row,0,404,7,7,278
okay im trying to control it,0,51,1,1,4
rotate come on come on,0,127,6,6,227
i got the bonus too alright,0,33,9,9,875
almost a complete hexagon,0,52,5,5,664
alright,0,788,8,8,157
alright,0,404,8,8,291
vulnerability at 3 which is good im not at total negative points right now,0,804,7,7,333
p yeah alright back to 2,0,558,4,4,26
like if im like right here it always misses,0,57,9,9,1396
not worried about bonuses right now,0,28,3,3,132
ship doesnt slow down at all,0,804,1,1,240
the way the hexagon is shaped its kind of like it makes it a bit easier if you just follow the shape of the hexagon like you should be able to stay in that you know,0,214,5,5,293
p bdm thats too close to bdsm alright,0,29,9,9,570
p oh alright,0,190,8,8,203
so lets try to cancel out my normal points with the velocity points,0,34,10,10,483
actually staying in the control zone more than i thought it would,0,404,8,8,322
trying to slow myself down going too fast,0,300,10,10,421
alright here we go,0,28,10,10,409
alright here we go,0,28,8,8,365
mumbling turn around turn around go go go straight there,0,210,5,5,64
if im always pointing at the hexagon im good,0,57,6,6,1243
turn,0,818,10,10,252
96 shots left,0,26,4,4,54
lemmy learn how to turn,0,16,4,4,287
the controls are really the hardest part im having a hard part controlling the ship at all much less worrying about the mines,0,404,1,1,27
stop it,0,52,9,9,834
alright my ship moves then to apply thrust it doesnt like the opposite key 4 and 6 and then the opposite key 2 and 8 doesnt really work,0,977,1,1,53
i was like i knew controlling the ship was going to be pretty difficult but i didnt realize that everything was going to be so fast paced,0,404,4,4,126
oops see now im completely out of control,0,319,2,2,31
try to move slowly not bother with anything other than moving,0,14,1,1,443
right now its at 6,0,46,5,5,451
alright lets get it,0,16,5,5,393
we cannot lose these points right now,0,20,9,9,756
p what im trying to do is trying to get control,0,788,2,2,64
theres completely no how do you control this thing,0,214,1,1,187
p its pretty fastpaced,0,38,3,3,197
p alright playing the full game,0,14,2,2,459
alright,0,190,2,2,134
i should really stop passing i should really stop just coasting around this,0,825,3,3,100
ok so i may not be staying in the middle as much as i want to but i definitely feel more in control of my movements,0,468,7,7,164
just coast right on by,0,818,10,10,271
slow it down,0,28,5,5,208
i cant tell if its a bad idea or not but its better than what it was at least i its flying off into hyper space,0,569,2,2,123
i am staying on the screen more,0,53,4,4,179
going all over the screen,0,739,9,9,96
stabilized now keep wrapping around the hexagon,0,809,4,4,77
im just trying to figure out cuz i cant hit the fortress unless i make it vulnerable unless i kill the mine first right if its a friend mine,0,49,4,4,370
alright so foe,0,809,7,7,128
your ship wrapped the screen 28 times,0,54,1,1,199
p alright,0,26,1,1,10
im starting to lose control again,0,788,10,10,185
all i know is that im being an idiot with how im flying around,0,14,5,5,620
alright come on man,0,16,7,7,577
wish it didnt shoot right away when the game starts makes it a little difficult,0,34,7,7,338
p alright,0,685,1,1,20
alright 6 6 7 7 i got the bonus and got hit at the same time,0,29,8,8,566
p alright,0,568,2,2,35
okay i already died so i guess im just assessing this right,0,113,5,5,377
dam those i thought i was slidin alright come on,0,16,5,5,380
hold on slow down,0,56,7,7,94
oh that is a friend alright alright,0,20,7,7,672
alright,0,568,1,1,15
is it i gotta slow down,0,41,4,4,440
had to turn it into a,0,52,5,5,681
alrighty,0,41,2,2,342
i pretty much have to hit it two more times right,0,404,5,5,209
turn and move,0,16,4,4,277
move it around,0,130,10,10,416
okay well im kind getting how the movement works,0,34,9,9,417
oh lets get out of here and hyperspace,0,34,7,7,354
trying to slow down taking,0,14,1,1,449
i cant i have to turn that into a and then,0,52,5,5,672
no its too slow,0,29,6,6,487
i need to slow down,0,53,8,8,388
turn,0,57,8,8,1344
alright fxd are the enemy mines,0,319,3,3,48
i thought that was right,0,16,3,3,209
already out of control here and got it,0,155,6,6,233
just slow down,0,14,2,2,479
atleast i got the bonuses right now,0,210,3,3,28
just go to the right,0,818,9,9,218
mumbles thats a friendly mine right there,0,319,2,2,26
this is the key to it going slow like they say in the video that mine is bad just threw me for a loop okay really slow down i should have taken the bonus shots,0,41,5,5,455
it accelerates so quickly,0,52,1,1,507
and i okay okay ive lost control a little bit,0,685,2,2,30
p yeah ive never been in space so i dont have too much experience,0,190,2,2,123
hey stop hitting me,0,113,3,3,323
control,0,54,4,4,276
im completely forgetting to shoot cuz im trying to get used to controls and mines are a pain in the but,0,14,1,1,445
turn,0,127,6,6,217
go forward,0,51,5,5,162
alright its getting a little easier now after 7 games im able to oh shoot okay,0,685,7,7,144
x friendly mine try to shoot it alright just hit it,0,404,7,7,268
i keep going into hyperspace though,0,34,2,2,73
how can i make this thing slow down,0,52,2,2,535
as soon as you start the fortress gets hits on you for real like its just restarting up slow,0,804,3,3,258
okay im dead okay my velocity score is actually not that x is a good mine,0,41,5,5,462
alright thats one dollar sign,0,16,7,7,584
usually when its closer or go slower i do worse,0,211,6,6,87
so double right click and then shoot at it,0,52,10,10,862
just slow down,0,30,5,5,244
still trying to gain control,0,41,1,1,318
i dont like how it shoots me right awaythats all im saying,0,3,2,2,30
it moves so fast that,0,127,1,1,139
so when you see a foe mine youre supposed to press the right mouse button twice right,0,411,5,5,80
i think i got a little bit of control,0,372,1,1,8
need to slow down,0,28,8,8,342
come on slow down slow down slow down,0,127,10,10,287
the controller inverted that is kind of frustrating,0,977,3,3,73
didnt get hit right away,0,804,7,7,313
14 shots left,0,26,3,3,39
left click,0,51,6,6,220
so if i double click i can go faster but i dont want it to go faster,0,54,10,10,470
too fast,0,809,6,6,105
going slow enough so ican see,0,569,7,7,209
because then it flips if i get out of bounds,0,57,4,4,1079
going too fast,0,49,4,4,362
p im still attempting to fly in a counterclockwise direction but its a lot harder than i anticipated it but i feel like im getting the hang of it slowly,0,45,2,2,15
circles,0,26,7,7,117
22 shots left,0,26,5,5,79
4 5 so fast now,0,211,10,10,139
and im not even like able to think about the foes im really just stuck trying to control the ship,0,214,2,2,228
im not really grasping the whole thrust thing,0,977,1,1,51
no i was too slow,0,34,3,3,124
come on get turned around,0,55,10,10,998
okay way to slow,0,34,2,2,101
5 vulnerability right now i only need oh no,0,130,5,5,322
alright were moving very slowly,0,28,2,2,99
alright,0,16,8,8,651
got the right keys this time,0,46,8,8,537
alright,0,16,3,3,248
alright what is it,0,16,5,5,365
ive also just kind of completelt disregardedsp control and velocity at this point and focused on getting mine hits,0,12,3,3,431
slowly,0,28,4,4,174
i lost control of that,0,685,9,9,201
i should be able to hold it at a diagonal and that around thing in that hexagon but that is not been working for me,0,47,7,7,103
this thing is moving fast,0,818,1,1,9
no no just flying around,0,818,9,9,228
right click when theres no uh mine on the screen,0,52,10,10,852
i need to slow down,0,54,6,6,367
it keeps you in control,0,214,5,5,311
no for everything ive done so far i havent havent turned a friendly mine into a foe mine,0,41,6,6,495
still dint move fast enough,0,12,3,3,445
alright right now im just trying to not mumbles,0,468,1,1,12
that was also a foe so i will have to avoid that mine and reset the game plan because i  once you leave the flight pattern it is very hard to get it back,0,848,9,9,390
straight straight left ok straight oh that didnt work out,0,20,7,7,673
now control this is really evil,0,41,3,3,398
alright,0,54,1,1,200
is it when the when the little money sign like doesnt it like have to appear twice in one round for me to get the thing or can it like i killed a spaceship in between them,0,40,5,5,93
i thats a friendly alright im at 10,0,404,9,9,342
alright,0,28,8,8,362
whats going on right now,0,739,4,4,42
in the hexagon in the hexagon,0,52,2,2,551
alright 6 vulnerability,0,33,4,4,684
alright 9 vulnerability im 1 shot away from dying,0,41,10,10,642
ok now i got a little hang of it still kind of uncontrolled,0,210,2,2,22
i like the counterclockwise,0,432,2,2,113
alright,0,319,5,5,112
the screen went black,0,910,1,1,21
flew right into shots,0,3,6,6,105
p im trying to figure out the controls,0,49,1,1,253
p try to keep control here,0,50,10,10,123
ah no turn ah theres a mine,0,33,2,2,598
alright i gotta go up,0,49,2,2,287
5 row diamond thing need to stop following me,0,569,4,4,159
im not supposed to be flying out of there i lose points,0,20,3,3,508
just so many working parts you have to move immediately or else this guy will shoot you but if you move too fast you might as well restart,0,977,9,9,112
i aint cluch with the right clicks,0,16,9,9,750
hyperspace i can see now,0,127,10,10,289
okay so this is definitely the best flight pattern,0,12,8,8,613
slow down,0,51,6,6,207
it moves differently sometimes,0,211,2,2,21
my velocity needs to go up,0,33,7,7,819
oh slow,0,28,7,7,305
alright lets get it,0,16,3,3,245
no no stop,0,14,5,5,598
p alright,0,127,7,7,231
moving too fast again,0,12,2,2,416
p so i pretty much like given up on trying to stay in the hexagon cuz im just going all over the place but its mumbles no,0,190,2,2,143
i think i also forget i can shoot faster than mumbles every 5 seconds,0,432,6,6,155
its difficult to juts stay in the hexagon when youre moving and trying to shoot at the fortress too,0,54,3,3,234
all right so dollar sign,0,57,1,1,839
turn turn turn come on,0,127,6,6,214
alright thats one dollar sign,0,16,4,4,295
tilt it a little bit going too fast going too fast dollar sign shows up the first time friendly mine on screen second dollar sign,0,319,7,7,165
and turn again,0,28,2,2,76
okay slow down slow down,0,41,4,4,434
come on alright bad,0,16,3,3,238
514 alrighty,0,41,5,5,471
focusing on the base right now not the mines,0,300,10,10,417
personal space,0,53,6,6,255
alright ok oh no,0,53,2,2,70
alright,0,16,3,3,211
i cant control it,0,29,8,8,563
but theres a dollar sign thatssecond dollar sign 77 shots left,0,130,6,6,338
going very fast dont know why,0,29,4,4,412
alright thats a bonus,0,825,5,5,167
everything is coming from control which is weird cause i dont feel in control,0,12,7,7,607
quails stop x rays because their shells are really hard,0,53,10,10,454
also slow down,0,12,3,3,453
its slow down,0,12,7,7,587
nah thats just cuz im clicking too fast,0,30,9,9,509
slow,0,210,8,8,135
alright 1 2 3 5 6 7 8 9 10 11 12 destroyed it,0,372,6,6,76
im like trying to stay on the screen,0,214,3,3,251
damn alright im just gonna ride,0,16,8,8,647
okay i dont care if i go out of bounds,0,16,2,2,103
alright one  sign,0,20,3,3,478
its just the ship moves so fast,0,214,2,2,226
i need to slow myself down first and line myself first and slowly cross the base,0,300,10,10,415
p hgt okay if its hg and t stop them if its not well im gunna forget this is only round two,0,825,2,2,46
alright,0,16,5,5,360
slow down,0,51,3,3,56
p that is a friendly mine obviously out of control ok,0,404,5,5,190
actually managing to get off a lot of shots im at 6 right now,0,404,3,3,114
and we are flying through the corner of the ship so i believe the points are counterbalanced,0,848,9,9,385
i feel like if i move at all im going to go out of control,0,809,2,2,47
i just never had to play a game where you had to like point in the direction you wanted to move and then go in that direction,0,214,4,4,270
turn then move,0,16,6,6,498
alright,0,16,5,5,402
whenever you go really fast its easier to die than to stabilize yourself because its never going to work,0,513,5,5,64
im pretty sure like with like the right control like 1000 points is definitely obtainable,0,825,5,5,160
dont know if thats right,0,3,10,10,219
it takes a lot of control like i know if my brother were to try this he would be very like frantic and that wouldnt be like that would be difficult like hes,0,825,5,5,161
inaudible okay one life left per game,0,27,2,2,31
slow down,0,29,4,4,414
when youre moving too fast its probably best to just like let yourself fly off the screen cause then you can like instead of turning around it does it for you basically,0,12,4,4,482
trying to keep it on the screen,0,739,3,3,32
i keep thinking that the bonus is my like controller,0,52,6,6,731
p when i saw the lkc i tried to remember it as okc like the oklahoma city thunder so hopefully that will help a little bit remembering those but control is still extremely bad,0,558,5,5,31
stop shooting at me so i can move,0,14,3,3,535
okay lemmy move out the way,0,16,1,1,31
p alright same shit,0,16,6,6,434
circle around,0,319,2,2,34
dont judge me on my knowledge of quails,0,53,10,10,468
no just stay in the circle,0,647,3,3,155
even though i dont know how to control,0,29,5,5,464
alright thats an enemy mine going too fast my velocity is always negative,0,130,7,7,369
i tryinna slow down and shit,0,16,8,8,664
ah going too fast cant adjust,0,411,10,10,151
unintelligible i just wish i wouldnt be going so fast,0,804,6,6,299
going too fast again,0,46,2,2,382
uh i cant even keep it on the screen,0,739,2,2,26
im going to move extra slow when im getting at the ends of the hexagon,0,300,8,8,382
for some reason it cant really hit any if im outside of the hexagon,0,57,9,9,1394
trying to fix myself to go clockwise again,0,300,4,4,284
definitely going way to fast,0,52,2,2,529
trying to do a counterclockwise position,0,41,1,1,304
alright whats next,0,16,4,4,324
