statementClean,Patricia,Alex,Participant_ID,gameNumber,cumulativeGameNumber,lineNumber,agree,consensusRating
one money sign theres one money sign theres two bonus,1,1,681,6,6,284,TRUE,1
bonus,1,1,55,7,7,882,TRUE,1
bonus points there we go,1,1,41,1,1,377,TRUE,1
p the random percentage sign and i forget its just kind of symbols throw you off because theres a back slash i clicked the last money sign and got a bonus and i clicked this one and got nothing i dont know its just something to pay attention to and get confused about,1,1,977,3,3,89,TRUE,1
gonna hang around and try to get the bonus,1,1,404,9,19,730,TRUE,1
um alright i got a bonus of bullets,1,1,273,7,17,345,TRUE,1
p bonus,1,1,22,5,5,163,TRUE,1
two bonus,1,1,54,10,10,470,TRUE,1
1 got bonus,1,1,26,3,13,236,TRUE,1
bonus,1,1,623,9,9,306,TRUE,1
so now we need like more bullets cause im missing a lot of these bullets moving around too much a d so an enemy mine however i cant really shoot it bonus should use it for missiles,1,1,130,6,6,329,TRUE,1
there was just the 1st dollar sign so lets see if there is a 2nd one which there is and was able to collect 100 bonus points,1,1,848,1,1,231,TRUE,1
one bonus still one bonus x3 thats a okay okay,1,1,825,2,12,331,TRUE,1
bonus point,1,1,32,6,16,156,TRUE,1
bonus,1,1,28,4,14,633,TRUE,1
could be a bonus here,1,1,50,7,17,351,TRUE,1
bonus points,1,1,14,8,18,303,TRUE,1
yes i finally got the bonus,1,1,4,5,15,69,TRUE,1
ill take the bonus before i die,1,1,14,6,16,238,TRUE,1
bonus points,1,1,14,9,19,380,TRUE,1
1 r friendly bonus oing for points 1 2 3 jxe an enemy,1,1,910,6,16,429,TRUE,1
the only thing i think im good at is like the bonuses,1,1,23,5,5,144,TRUE,1
and bonus,1,1,681,7,17,121,TRUE,1
bonus,1,1,49,2,12,50,TRUE,1
this it the second round of bonus points,1,1,818,7,17,484,TRUE,1
wheres the bonus,1,1,301,5,15,83,TRUE,1
p friend is that bonus,1,1,22,1,1,103,TRUE,1
the only thing i get in this game is like the bonuses,1,1,23,4,4,104,TRUE,1
i havent paid attention to the bonus missile at all,1,1,52,3,13,92,TRUE,1
okay got a bonus that helps my youre rude,1,1,113,5,5,411,TRUE,1
two bonuses which is also the most bonuses ive gotte,1,1,12,6,16,203,TRUE,1
second bonus point,1,1,130,6,16,124,TRUE,1
1 2 3 4 5 6 i just got the bonus for the points i got 6 vulnerability 7 8 9 and 10 and i died,1,1,372,7,7,84,TRUE,1
that was the second time the bonus sign mumbles,1,1,908,4,4,162,TRUE,1
p got the two dollar signs which means i got the bonus points,1,1,45,5,15,175,TRUE,1
jesus jesus aint unintelligible guess every time a bonus comes i need to get the points,1,1,804,6,6,301,TRUE,1
oh i got the bonus,1,1,11,3,3,123,TRUE,1
no bonus and i dont need missiles,1,1,361,10,10,63,TRUE,1
no bonus,1,1,50,7,17,332,TRUE,1
3 oh dollar sign bonus,1,1,56,8,8,125,TRUE,1
dollar sign bonus,1,1,55,2,12,59,TRUE,1
and i finally correctly identified the bonus to get extra bullets cuz i was almost out,1,1,685,10,10,223,TRUE,1
bonus,1,1,55,4,4,730,TRUE,1
bonus,1,1,27,10,10,196,TRUE,1
i missed a freaking bonus,1,1,113,8,8,478,TRUE,1
got the bonus at least,1,1,361,10,10,68,TRUE,1
p got my bonus points oh this is an enemy ship,1,1,19,3,3,104,TRUE,1
bonus no,1,1,55,6,6,831,TRUE,1
come on where is the bonus,1,1,54,10,10,463,TRUE,1
ah i definitely clicked the bonus too early,1,1,15,2,12,80,TRUE,1
oh no wrong keys first bonus point shoot,1,1,130,6,16,123,TRUE,1
oh i got a bonus,1,1,15,5,5,946,TRUE,1
thats an i so thats a friend another bonus,1,1,623,10,10,323,TRUE,1
i guess thats the bonus,1,1,46,10,20,262,TRUE,1
one money sign theres two bonus,1,1,681,5,5,272,TRUE,1
ah i think i got oh nope ok ok i got it i got it i got the bonus,1,1,155,1,1,188,TRUE,1
bonus points again,1,1,8,6,16,177,TRUE,1
p i chose the points again for the bonus,1,1,45,5,5,52,TRUE,1
bonus time,1,1,50,5,15,285,TRUE,1
i know the game is about to end so im gonna get bonus points if i can get bonus points,1,1,8,3,13,92,TRUE,1
i can try to get a bonus,1,1,15,10,10,1291,TRUE,1
bonus,1,1,537,5,15,96,TRUE,1
p mumbles bonus for points,1,1,26,7,7,104,TRUE,1
zero bonus points,1,1,33,6,16,239,TRUE,1
bonus,1,1,23,7,7,187,TRUE,1
p friend bonus,1,1,22,4,14,31,TRUE,1
bonus yes,1,1,23,2,2,69,TRUE,1
gotta get the bonus,1,1,210,5,5,60,TRUE,1
i thought that was a bonus,1,1,1,8,8,325,TRUE,1
thats the bonus,1,1,46,8,8,526,TRUE,1
dollar sign again bonus,1,1,55,6,16,229,TRUE,1
get that bonus,1,1,804,10,20,216,TRUE,1
eight nine bonus ah,1,1,33,7,17,262,TRUE,1
p bonus points time,1,1,17,5,5,27,TRUE,1
another bonus thats good,1,1,361,7,17,188,TRUE,1
oh my gosh i should have gotten that bonus,1,1,15,6,16,348,TRUE,1
got a bonus,1,1,54,7,7,417,TRUE,1
second money sign bonus points,1,1,34,6,6,297,TRUE,1
i literally it appeared twice why isnt it giving me the bonus,1,1,101,7,17,260,TRUE,1
and thats a bonus point come on come here,1,1,16,6,16,1135,TRUE,1
bonus,1,1,55,5,5,765,TRUE,1
this is the bonus,1,1,211,1,1,15,TRUE,1
you get shot and then its like sorry its ok heres a bonus,1,1,604,9,9,738,TRUE,1
i got a bonus though thats nice,1,1,445,5,5,531,TRUE,1
there were just 2 dollar signs in a row so i was able to receive a bonus,1,1,848,7,7,340,TRUE,1
atleast i got the bonuses right now,1,1,210,3,3,28,TRUE,1
okay bonus,1,1,27,5,5,81,TRUE,1
i think these bonuses are keeping me alive,1,1,348,8,18,89,TRUE,1
bonus yeah,1,1,155,10,20,174,TRUE,1
yeah get the bonus,1,1,44,6,16,147,TRUE,1
bonus,1,1,404,1,1,35,TRUE,1
i havent identified nearly as many enemies i havent identified bonus points very well,1,1,685,10,20,445,TRUE,1
bonus,1,1,6,4,14,223,TRUE,1
vulnerability seven and i see a dollar sign but im not sure if i can collect the bonus,1,1,3,6,6,100,TRUE,1
ill do bonus shots,1,1,41,4,4,468,TRUE,1
second money sign boom more bonus points,1,1,34,4,4,194,TRUE,1
there we go bonus,1,1,33,1,1,433,TRUE,1
bonus,1,1,55,2,2,591,TRUE,1
f thats an enemy he got me got the bonus though,1,1,681,3,13,45,TRUE,1
that was the first so bonus,1,1,14,6,6,707,TRUE,1
ooh double got a bonus,1,1,623,1,11,19,TRUE,1
there were 2 dollar signs so i got the bonus for whats it called got the points bonus instead of the missiles because i still have 94,1,1,848,1,11,7,TRUE,1
p theres the second so i get bonus points,1,1,45,3,13,148,TRUE,1
bonus i can just shoot him,1,1,301,5,5,179,TRUE,1
bonus missiles,1,1,910,6,6,150,TRUE,1
bonus nice,1,1,52,7,17,282,TRUE,1
ok thats the first bonus symbol second one got the bonus still never needed a missile bonus,1,1,404,7,17,632,TRUE,1
bonus,1,1,36,9,19,633,TRUE,1
i got a bonus of points as always,1,1,853,1,11,314,TRUE,1
lets just keep getting those bonuses,1,1,34,8,18,1231,TRUE,1
okay i realize i messed up the bonus,1,1,43,6,6,154,TRUE,1
bonus points,1,1,6,6,16,258,TRUE,1
bonus,1,1,54,9,9,445,TRUE,1
thats an enemy so thats a bonus sign i have to take 2 shots,0,1,130,5,15,111,FALSE,1
i havent been able to focus on the mines and at this point i dont really care pointwise its just a joke also i dont know if friend mines can hurt me if i dont shoot them because theyre friends or they just give me bonus points,1,0,121,7,7,60,FALSE,0
unintelligible im getting bonus points because im not going into hyperspace that much,1,0,804,6,6,297,FALSE,0
